"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "SINE" 481 "753"
"random" "DNA" 2071 "753"
"random" "LTR" 285 "753"
"random" "All" 3985 "754"
"random" "SD" 3985 "754"
"random" "NoSD" 3686 "754"
"random" "LINE" 1711 "754"
"random" "SINE" 461 "754"
"random" "DNA" 2151 "754"
"random" "LTR" 296 "754"
"random" "All" 3985 "755"
"random" "SD" 3984 "755"
"random" "NoSD" 3672 "755"
"random" "LINE" 1727 "755"
"random" "SINE" 498 "755"
"random" "DNA" 2109 "755"
"random" "LTR" 288 "755"
"random" "All" 3981 "756"
"random" "SD" 3981 "756"
"random" "NoSD" 3657 "756"
"random" "LINE" 1718 "756"
"random" "SINE" 484 "756"
"random" "DNA" 2079 "756"
"random" "LTR" 297 "756"
"random" "All" 3984 "757"
"random" "SD" 3982 "757"
"random" "NoSD" 3645 "757"
"random" "LINE" 1607 "757"
"random" "SINE" 469 "757"
"random" "DNA" 2090 "757"
"random" "LTR" 286 "757"
"random" "All" 3987 "758"
"random" "SD" 3987 "758"
"random" "NoSD" 3686 "758"
"random" "LINE" 1659 "758"
"random" "SINE" 502 "758"
"random" "DNA" 2124 "758"
"random" "LTR" 275 "758"
"random" "All" 3983 "759"
"random" "SD" 3983 "759"
"random" "NoSD" 3657 "759"
"random" "LINE" 1695 "759"
"random" "SINE" 475 "759"
"random" "DNA" 2121 "759"
"random" "LTR" 308 "759"
"random" "All" 3981 "760"
"random" "SD" 3979 "760"
"random" "NoSD" 3655 "760"
"random" "LINE" 1694 "760"
"random" "SINE" 473 "760"
"random" "DNA" 2085 "760"
"random" "LTR" 285 "760"
"random" "All" 3981 "761"
"random" "SD" 3981 "761"
"random" "NoSD" 3686 "761"
"random" "LINE" 1688 "761"
"random" "SINE" 449 "761"
"random" "DNA" 2098 "761"
"random" "LTR" 264 "761"
"random" "All" 3984 "762"
"random" "SD" 3984 "762"
"random" "NoSD" 3679 "762"
"random" "LINE" 1729 "762"
"random" "SINE" 482 "762"
"random" "DNA" 2062 "762"
"random" "LTR" 298 "762"
"random" "All" 3983 "763"
"random" "SD" 3983 "763"
"random" "NoSD" 3660 "763"
"random" "LINE" 1707 "763"
"random" "SINE" 503 "763"
"random" "DNA" 2100 "763"
"random" "LTR" 286 "763"
"random" "All" 3982 "764"
"random" "SD" 3979 "764"
"random" "NoSD" 3634 "764"
"random" "LINE" 1666 "764"
"random" "SINE" 516 "764"
"random" "DNA" 2046 "764"
"random" "LTR" 283 "764"
"random" "All" 3984 "765"
"random" "SD" 3984 "765"
"random" "NoSD" 3671 "765"
"random" "LINE" 1702 "765"
"random" "SINE" 442 "765"
"random" "DNA" 2089 "765"
"random" "LTR" 289 "765"
"random" "All" 3988 "766"
"random" "SD" 3987 "766"
"random" "NoSD" 3650 "766"
"random" "LINE" 1699 "766"
"random" "SINE" 462 "766"
"random" "DNA" 2069 "766"
"random" "LTR" 275 "766"
"random" "All" 3984 "767"
"random" "SD" 3984 "767"
"random" "NoSD" 3642 "767"
"random" "LINE" 1709 "767"
"random" "SINE" 505 "767"
"random" "DNA" 2022 "767"
"random" "LTR" 284 "767"
"random" "All" 3984 "768"
"random" "SD" 3984 "768"
"random" "NoSD" 3690 "768"
"random" "LINE" 1666 "768"
"random" "SINE" 465 "768"
"random" "DNA" 2142 "768"
"random" "LTR" 298 "768"
"random" "All" 3981 "769"
"random" "SD" 3981 "769"
"random" "NoSD" 3644 "769"
"random" "LINE" 1677 "769"
"random" "SINE" 449 "769"
"random" "DNA" 2048 "769"
"random" "LTR" 309 "769"
"random" "All" 3978 "770"
"random" "SD" 3978 "770"
"random" "NoSD" 3654 "770"
"random" "LINE" 1681 "770"
"random" "SINE" 461 "770"
"random" "DNA" 2082 "770"
"random" "LTR" 303 "770"
"random" "All" 3987 "771"
"random" "SD" 3987 "771"
"random" "NoSD" 3658 "771"
"random" "LINE" 1669 "771"
"random" "SINE" 454 "771"
"random" "DNA" 2085 "771"
"random" "LTR" 298 "771"
"random" "All" 3979 "772"
"random" "SD" 3979 "772"
"random" "NoSD" 3665 "772"
"random" "LINE" 1672 "772"
"random" "SINE" 464 "772"
"random" "DNA" 2081 "772"
"random" "LTR" 297 "772"
"random" "All" 3981 "773"
"random" "SD" 3978 "773"
"random" "NoSD" 3651 "773"
"random" "LINE" 1666 "773"
"random" "SINE" 475 "773"
"random" "DNA" 2107 "773"
"random" "LTR" 272 "773"
"random" "All" 3981 "774"
"random" "SD" 3980 "774"
"random" "NoSD" 3665 "774"
"random" "LINE" 1733 "774"
"random" "SINE" 457 "774"
"random" "DNA" 2020 "774"
"random" "LTR" 301 "774"
"random" "All" 3982 "775"
"random" "SD" 3981 "775"
"random" "NoSD" 3661 "775"
"random" "LINE" 1682 "775"
"random" "SINE" 477 "775"
"random" "DNA" 2126 "775"
"random" "LTR" 267 "775"
"random" "All" 3985 "776"
"random" "SD" 3983 "776"
"random" "NoSD" 3643 "776"
"random" "LINE" 1707 "776"
"random" "SINE" 473 "776"
"random" "DNA" 2072 "776"
"random" "LTR" 276 "776"
"random" "All" 3985 "777"
"random" "SD" 3985 "777"
"random" "NoSD" 3661 "777"
"random" "LINE" 1708 "777"
"random" "SINE" 447 "777"
"random" "DNA" 2042 "777"
"random" "LTR" 273 "777"
"random" "All" 3982 "778"
"random" "SD" 3981 "778"
"random" "NoSD" 3661 "778"
"random" "LINE" 1630 "778"
"random" "SINE" 468 "778"
"random" "DNA" 2074 "778"
"random" "LTR" 305 "778"
"random" "All" 3983 "779"
"random" "SD" 3983 "779"
"random" "NoSD" 3640 "779"
"random" "LINE" 1689 "779"
"random" "SINE" 450 "779"
"random" "DNA" 2059 "779"
"random" "LTR" 280 "779"
"random" "All" 3984 "780"
"random" "SD" 3984 "780"
"random" "NoSD" 3673 "780"
"random" "LINE" 1714 "780"
"random" "SINE" 486 "780"
"random" "DNA" 2084 "780"
"random" "LTR" 301 "780"
"random" "All" 3982 "781"
"random" "SD" 3981 "781"
"random" "NoSD" 3682 "781"
"random" "LINE" 1711 "781"
"random" "SINE" 446 "781"
"random" "DNA" 2067 "781"
"random" "LTR" 287 "781"
"random" "All" 3983 "782"
"random" "SD" 3982 "782"
"random" "NoSD" 3636 "782"
"random" "LINE" 1639 "782"
"random" "SINE" 453 "782"
"random" "DNA" 2019 "782"
"random" "LTR" 269 "782"
"random" "All" 3984 "783"
"random" "SD" 3982 "783"
"random" "NoSD" 3655 "783"
"random" "LINE" 1694 "783"
"random" "SINE" 484 "783"
"random" "DNA" 2079 "783"
"random" "LTR" 289 "783"
"random" "All" 3983 "784"
"random" "SD" 3982 "784"
"random" "NoSD" 3667 "784"
"random" "LINE" 1694 "784"
"random" "SINE" 460 "784"
"random" "DNA" 2123 "784"
"random" "LTR" 282 "784"
"random" "All" 3983 "785"
"random" "SD" 3983 "785"
"random" "NoSD" 3674 "785"
"random" "LINE" 1675 "785"
"random" "SINE" 477 "785"
"random" "DNA" 2092 "785"
"random" "LTR" 293 "785"
"random" "All" 3987 "786"
"random" "SD" 3985 "786"
"random" "NoSD" 3651 "786"
"random" "LINE" 1653 "786"
"random" "SINE" 458 "786"
"random" "DNA" 2054 "786"
"random" "LTR" 286 "786"
"random" "All" 3986 "787"
"random" "SD" 3985 "787"
"random" "NoSD" 3663 "787"
"random" "LINE" 1732 "787"
"random" "SINE" 496 "787"
"random" "DNA" 2116 "787"
"random" "LTR" 277 "787"
"random" "All" 3987 "788"
"random" "SD" 3987 "788"
"random" "NoSD" 3673 "788"
"random" "LINE" 1668 "788"
"random" "SINE" 456 "788"
"random" "DNA" 2075 "788"
"random" "LTR" 271 "788"
"random" "All" 3984 "789"
"random" "SD" 3983 "789"
"random" "NoSD" 3658 "789"
"random" "LINE" 1679 "789"
"random" "SINE" 502 "789"
"random" "DNA" 2131 "789"
"random" "LTR" 273 "789"
"random" "All" 3985 "790"
"random" "SD" 3985 "790"
"random" "NoSD" 3660 "790"
"random" "LINE" 1701 "790"
"random" "SINE" 476 "790"
"random" "DNA" 2084 "790"
"random" "LTR" 302 "790"
"random" "All" 3987 "791"
"random" "SD" 3987 "791"
"random" "NoSD" 3649 "791"
"random" "LINE" 1705 "791"
"random" "SINE" 477 "791"
"random" "DNA" 2132 "791"
"random" "LTR" 280 "791"
"random" "All" 3985 "792"
"random" "SD" 3985 "792"
"random" "NoSD" 3656 "792"
"random" "LINE" 1735 "792"
"random" "SINE" 474 "792"
"random" "DNA" 2115 "792"
"random" "LTR" 292 "792"
"random" "All" 3985 "793"
"random" "SD" 3984 "793"
"random" "NoSD" 3677 "793"
"random" "LINE" 1689 "793"
"random" "SINE" 472 "793"
"random" "DNA" 2076 "793"
"random" "LTR" 282 "793"
"random" "All" 3983 "794"
"random" "SD" 3981 "794"
"random" "NoSD" 3651 "794"
"random" "LINE" 1651 "794"
"random" "SINE" 443 "794"
"random" "DNA" 2091 "794"
"random" "LTR" 292 "794"
"random" "All" 3984 "795"
"random" "SD" 3983 "795"
"random" "NoSD" 3675 "795"
"random" "LINE" 1704 "795"
"random" "SINE" 449 "795"
"random" "DNA" 2146 "795"
"random" "LTR" 295 "795"
"random" "All" 3983 "796"
"random" "SD" 3983 "796"
"random" "NoSD" 3654 "796"
"random" "LINE" 1646 "796"
"random" "SINE" 448 "796"
"random" "DNA" 2034 "796"
"random" "LTR" 298 "796"
"random" "All" 3982 "797"
"random" "SD" 3982 "797"
"random" "NoSD" 3650 "797"
"random" "LINE" 1621 "797"
"random" "SINE" 465 "797"
"random" "DNA" 2061 "797"
"random" "LTR" 273 "797"
"random" "All" 3987 "798"
"random" "SD" 3986 "798"
"random" "NoSD" 3664 "798"
"random" "LINE" 1701 "798"
"random" "SINE" 468 "798"
"random" "DNA" 2128 "798"
"random" "LTR" 285 "798"
"random" "All" 3988 "799"
"random" "SD" 3987 "799"
"random" "NoSD" 3686 "799"
"random" "LINE" 1698 "799"
"random" "SINE" 478 "799"
"random" "DNA" 2096 "799"
"random" "LTR" 282 "799"
"random" "All" 3980 "800"
"random" "SD" 3980 "800"
"random" "NoSD" 3665 "800"
"random" "LINE" 1700 "800"
"random" "SINE" 445 "800"
"random" "DNA" 2080 "800"
"random" "LTR" 278 "800"
"random" "All" 3980 "801"
"random" "SD" 3979 "801"
"random" "NoSD" 3636 "801"
"random" "LINE" 1639 "801"
"random" "SINE" 415 "801"
"random" "DNA" 2071 "801"
"random" "LTR" 270 "801"
"random" "All" 3986 "802"
"random" "SD" 3984 "802"
"random" "NoSD" 3682 "802"
"random" "LINE" 1694 "802"
"random" "SINE" 478 "802"
"random" "DNA" 2110 "802"
"random" "LTR" 284 "802"
"random" "All" 3987 "803"
"random" "SD" 3987 "803"
"random" "NoSD" 3675 "803"
"random" "LINE" 1696 "803"
"random" "SINE" 463 "803"
"random" "DNA" 2097 "803"
"random" "LTR" 298 "803"
"random" "All" 3986 "804"
"random" "SD" 3985 "804"
"random" "NoSD" 3660 "804"
"random" "LINE" 1645 "804"
"random" "SINE" 453 "804"
"random" "DNA" 2131 "804"
"random" "LTR" 316 "804"
"random" "All" 3986 "805"
"random" "SD" 3985 "805"
"random" "NoSD" 3693 "805"
"random" "LINE" 1676 "805"
"random" "SINE" 449 "805"
"random" "DNA" 2102 "805"
"random" "LTR" 275 "805"
"random" "All" 3981 "806"
"random" "SD" 3981 "806"
"random" "NoSD" 3669 "806"
"random" "LINE" 1667 "806"
"random" "SINE" 436 "806"
"random" "DNA" 2112 "806"
"random" "LTR" 276 "806"
"random" "All" 3985 "807"
"random" "SD" 3985 "807"
"random" "NoSD" 3647 "807"
"random" "LINE" 1719 "807"
"random" "SINE" 448 "807"
"random" "DNA" 2073 "807"
"random" "LTR" 287 "807"
"random" "All" 3986 "808"
"random" "SD" 3986 "808"
"random" "NoSD" 3674 "808"
"random" "LINE" 1648 "808"
"random" "SINE" 446 "808"
"random" "DNA" 2074 "808"
"random" "LTR" 307 "808"
"random" "All" 3983 "809"
"random" "SD" 3983 "809"
"random" "NoSD" 3659 "809"
"random" "LINE" 1675 "809"
"random" "SINE" 424 "809"
"random" "DNA" 2141 "809"
"random" "LTR" 270 "809"
"random" "All" 3983 "810"
"random" "SD" 3983 "810"
"random" "NoSD" 3659 "810"
"random" "LINE" 1675 "810"
"random" "SINE" 458 "810"
"random" "DNA" 2071 "810"
"random" "LTR" 294 "810"
"random" "All" 3978 "811"
"random" "SD" 3977 "811"
"random" "NoSD" 3686 "811"
"random" "LINE" 1731 "811"
"random" "SINE" 435 "811"
"random" "DNA" 2088 "811"
"random" "LTR" 282 "811"
"random" "All" 3982 "812"
"random" "SD" 3981 "812"
"random" "NoSD" 3634 "812"
"random" "LINE" 1671 "812"
"random" "SINE" 450 "812"
"random" "DNA" 2072 "812"
"random" "LTR" 270 "812"
"random" "All" 3982 "813"
"random" "SD" 3982 "813"
"random" "NoSD" 3676 "813"
"random" "LINE" 1733 "813"
"random" "SINE" 493 "813"
"random" "DNA" 2135 "813"
"random" "LTR" 304 "813"
"random" "All" 3983 "814"
"random" "SD" 3981 "814"
"random" "NoSD" 3666 "814"
"random" "LINE" 1666 "814"
"random" "SINE" 460 "814"
"random" "DNA" 2092 "814"
"random" "LTR" 290 "814"
"random" "All" 3978 "815"
"random" "SD" 3978 "815"
"random" "NoSD" 3652 "815"
"random" "LINE" 1748 "815"
"random" "SINE" 465 "815"
"random" "DNA" 2110 "815"
"random" "LTR" 278 "815"
"random" "All" 3982 "816"
"random" "SD" 3982 "816"
"random" "NoSD" 3650 "816"
"random" "LINE" 1668 "816"
"random" "SINE" 474 "816"
"random" "DNA" 2016 "816"
"random" "LTR" 277 "816"
"random" "All" 3984 "817"
"random" "SD" 3984 "817"
"random" "NoSD" 3683 "817"
"random" "LINE" 1719 "817"
"random" "SINE" 483 "817"
"random" "DNA" 2147 "817"
"random" "LTR" 283 "817"
"random" "All" 3981 "818"
"random" "SD" 3980 "818"
"random" "NoSD" 3668 "818"
"random" "LINE" 1719 "818"
"random" "SINE" 465 "818"
"random" "DNA" 2145 "818"
"random" "LTR" 291 "818"
"random" "All" 3984 "819"
"random" "SD" 3984 "819"
"random" "NoSD" 3658 "819"
"random" "LINE" 1685 "819"
"random" "SINE" 485 "819"
"random" "DNA" 2108 "819"
"random" "LTR" 260 "819"
"random" "All" 3986 "820"
"random" "SD" 3986 "820"
"random" "NoSD" 3658 "820"
"random" "LINE" 1657 "820"
"random" "SINE" 513 "820"
"random" "DNA" 2094 "820"
"random" "LTR" 312 "820"
"random" "All" 3983 "821"
"random" "SD" 3982 "821"
"random" "NoSD" 3651 "821"
"random" "LINE" 1685 "821"
"random" "SINE" 462 "821"
"random" "DNA" 2096 "821"
"random" "LTR" 276 "821"
"random" "All" 3985 "822"
"random" "SD" 3984 "822"
"random" "NoSD" 3660 "822"
"random" "LINE" 1650 "822"
"random" "SINE" 469 "822"
"random" "DNA" 2121 "822"
"random" "LTR" 300 "822"
"random" "All" 3984 "823"
"random" "SD" 3982 "823"
"random" "NoSD" 3655 "823"
"random" "LINE" 1677 "823"
"random" "SINE" 440 "823"
"random" "DNA" 2015 "823"
"random" "LTR" 321 "823"
"random" "All" 3981 "824"
"random" "SD" 3981 "824"
"random" "NoSD" 3652 "824"
"random" "LINE" 1698 "824"
"random" "SINE" 491 "824"
"random" "DNA" 2113 "824"
"random" "LTR" 301 "824"
"random" "All" 3987 "825"
"random" "SD" 3986 "825"
"random" "NoSD" 3648 "825"
"random" "LINE" 1657 "825"
"random" "SINE" 469 "825"
"random" "DNA" 2062 "825"
"random" "LTR" 316 "825"
"random" "All" 3985 "826"
"random" "SD" 3983 "826"
"random" "NoSD" 3651 "826"
"random" "LINE" 1706 "826"
"random" "SINE" 436 "826"
"random" "DNA" 2063 "826"
"random" "LTR" 274 "826"
"random" "All" 3985 "827"
"random" "SD" 3985 "827"
"random" "NoSD" 3679 "827"
"random" "LINE" 1701 "827"
"random" "SINE" 454 "827"
"random" "DNA" 2044 "827"
"random" "LTR" 308 "827"
"random" "All" 3982 "828"
"random" "SD" 3982 "828"
"random" "NoSD" 3663 "828"
"random" "LINE" 1670 "828"
"random" "SINE" 490 "828"
"random" "DNA" 2073 "828"
"random" "LTR" 304 "828"
"random" "All" 3981 "829"
"random" "SD" 3980 "829"
"random" "NoSD" 3640 "829"
"random" "LINE" 1669 "829"
"random" "SINE" 447 "829"
"random" "DNA" 2135 "829"
"random" "LTR" 277 "829"
"random" "All" 3989 "830"
"random" "SD" 3989 "830"
"random" "NoSD" 3664 "830"
"random" "LINE" 1682 "830"
"random" "SINE" 466 "830"
"random" "DNA" 2159 "830"
"random" "LTR" 307 "830"
"random" "All" 3986 "831"
"random" "SD" 3986 "831"
"random" "NoSD" 3671 "831"
"random" "LINE" 1704 "831"
"random" "SINE" 491 "831"
"random" "DNA" 2084 "831"
"random" "LTR" 272 "831"
"random" "All" 3985 "832"
"random" "SD" 3984 "832"
"random" "NoSD" 3663 "832"
"random" "LINE" 1724 "832"
"random" "SINE" 498 "832"
"random" "DNA" 2102 "832"
"random" "LTR" 295 "832"
"random" "All" 3982 "833"
"random" "SD" 3982 "833"
"random" "NoSD" 3646 "833"
"random" "LINE" 1665 "833"
"random" "SINE" 446 "833"
"random" "DNA" 2053 "833"
"random" "LTR" 287 "833"
"random" "All" 3985 "834"
"random" "SD" 3985 "834"
"random" "NoSD" 3659 "834"
"random" "LINE" 1613 "834"
"random" "SINE" 462 "834"
"random" "DNA" 2133 "834"
"random" "LTR" 307 "834"
"random" "All" 3986 "835"
"random" "SD" 3984 "835"
"random" "NoSD" 3644 "835"
"random" "LINE" 1752 "835"
"random" "SINE" 469 "835"
"random" "DNA" 2077 "835"
"random" "LTR" 265 "835"
"random" "All" 3983 "836"
"random" "SD" 3982 "836"
"random" "NoSD" 3637 "836"
"random" "LINE" 1681 "836"
"random" "SINE" 484 "836"
"random" "DNA" 2122 "836"
"random" "LTR" 283 "836"
"random" "All" 3984 "837"
"random" "SD" 3983 "837"
"random" "NoSD" 3654 "837"
"random" "LINE" 1690 "837"
"random" "SINE" 500 "837"
"random" "DNA" 2059 "837"
"random" "LTR" 268 "837"
"random" "All" 3986 "838"
"random" "SD" 3986 "838"
"random" "NoSD" 3680 "838"
"random" "LINE" 1694 "838"
"random" "SINE" 447 "838"
"random" "DNA" 2124 "838"
"random" "LTR" 284 "838"
"random" "All" 3988 "839"
"random" "SD" 3987 "839"
"random" "NoSD" 3636 "839"
"random" "LINE" 1638 "839"
"random" "SINE" 471 "839"
"random" "DNA" 2071 "839"
"random" "LTR" 274 "839"
"random" "All" 3985 "840"
"random" "SD" 3985 "840"
"random" "NoSD" 3661 "840"
"random" "LINE" 1699 "840"
"random" "SINE" 462 "840"
"random" "DNA" 2094 "840"
"random" "LTR" 306 "840"
"random" "All" 3983 "841"
"random" "SD" 3983 "841"
"random" "NoSD" 3655 "841"
"random" "LINE" 1679 "841"
"random" "SINE" 423 "841"
"random" "DNA" 2075 "841"
"random" "LTR" 298 "841"
"random" "All" 3987 "842"
"random" "SD" 3987 "842"
"random" "NoSD" 3674 "842"
"random" "LINE" 1674 "842"
"random" "SINE" 439 "842"
"random" "DNA" 2063 "842"
"random" "LTR" 279 "842"
"random" "All" 3982 "843"
"random" "SD" 3982 "843"
"random" "NoSD" 3644 "843"
"random" "LINE" 1708 "843"
"random" "SINE" 475 "843"
"random" "DNA" 2052 "843"
"random" "LTR" 299 "843"
"random" "All" 3981 "844"
"random" "SD" 3981 "844"
"random" "NoSD" 3643 "844"
"random" "LINE" 1645 "844"
"random" "SINE" 459 "844"
"random" "DNA" 2124 "844"
"random" "LTR" 267 "844"
"random" "All" 3983 "845"
"random" "SD" 3982 "845"
"random" "NoSD" 3640 "845"
"random" "LINE" 1687 "845"
"random" "SINE" 462 "845"
"random" "DNA" 2085 "845"
"random" "LTR" 245 "845"
"random" "All" 3984 "846"
"random" "SD" 3984 "846"
"random" "NoSD" 3688 "846"
"random" "LINE" 1662 "846"
"random" "SINE" 473 "846"
"random" "DNA" 2074 "846"
"random" "LTR" 287 "846"
"random" "All" 3986 "847"
"random" "SD" 3986 "847"
"random" "NoSD" 3670 "847"
"random" "LINE" 1675 "847"
"random" "SINE" 483 "847"
"random" "DNA" 2093 "847"
"random" "LTR" 257 "847"
"random" "All" 3984 "848"
"random" "SD" 3984 "848"
"random" "NoSD" 3659 "848"
"random" "LINE" 1710 "848"
"random" "SINE" 489 "848"
"random" "DNA" 2115 "848"
"random" "LTR" 269 "848"
"random" "All" 3983 "849"
"random" "SD" 3983 "849"
"random" "NoSD" 3674 "849"
"random" "LINE" 1700 "849"
"random" "SINE" 481 "849"
"random" "DNA" 2079 "849"
"random" "LTR" 273 "849"
"random" "All" 3980 "850"
"random" "SD" 3980 "850"
"random" "NoSD" 3655 "850"
"random" "LINE" 1690 "850"
"random" "SINE" 463 "850"
"random" "DNA" 2086 "850"
"random" "LTR" 283 "850"
"random" "All" 3987 "851"
"random" "SD" 3985 "851"
"random" "NoSD" 3656 "851"
"random" "LINE" 1673 "851"
"random" "SINE" 451 "851"
"random" "DNA" 2068 "851"
"random" "LTR" 271 "851"
"random" "All" 3981 "852"
"random" "SD" 3980 "852"
"random" "NoSD" 3623 "852"
"random" "LINE" 1682 "852"
"random" "SINE" 460 "852"
"random" "DNA" 2049 "852"
"random" "LTR" 293 "852"
"random" "All" 3982 "853"
"random" "SD" 3981 "853"
"random" "NoSD" 3691 "853"
"random" "LINE" 1744 "853"
"random" "SINE" 468 "853"
"random" "DNA" 2099 "853"
"random" "LTR" 299 "853"
"random" "All" 3986 "854"
"random" "SD" 3986 "854"
"random" "NoSD" 3647 "854"
"random" "LINE" 1718 "854"
"random" "SINE" 475 "854"
"random" "DNA" 2082 "854"
"random" "LTR" 294 "854"
"random" "All" 3986 "855"
"random" "SD" 3986 "855"
"random" "NoSD" 3643 "855"
"random" "LINE" 1686 "855"
"random" "SINE" 471 "855"
"random" "DNA" 2107 "855"
"random" "LTR" 270 "855"
"random" "All" 3984 "856"
"random" "SD" 3984 "856"
"random" "NoSD" 3655 "856"
"random" "LINE" 1686 "856"
"random" "SINE" 478 "856"
"random" "DNA" 2102 "856"
"random" "LTR" 280 "856"
"random" "All" 3981 "857"
"random" "SD" 3981 "857"
"random" "NoSD" 3638 "857"
"random" "LINE" 1646 "857"
"random" "SINE" 433 "857"
"random" "DNA" 2069 "857"
"random" "LTR" 293 "857"
"random" "All" 3985 "858"
"random" "SD" 3985 "858"
"random" "NoSD" 3670 "858"
"random" "LINE" 1691 "858"
"random" "SINE" 449 "858"
"random" "DNA" 2130 "858"
"random" "LTR" 280 "858"
"random" "All" 3986 "859"
"random" "SD" 3986 "859"
"random" "NoSD" 3671 "859"
"random" "LINE" 1697 "859"
"random" "SINE" 452 "859"
"random" "DNA" 2112 "859"
"random" "LTR" 296 "859"
"random" "All" 3984 "860"
"random" "SD" 3983 "860"
"random" "NoSD" 3671 "860"
"random" "LINE" 1707 "860"
"random" "SINE" 487 "860"
"random" "DNA" 2069 "860"
"random" "LTR" 266 "860"
"random" "All" 3983 "861"
"random" "SD" 3983 "861"
"random" "NoSD" 3670 "861"
"random" "LINE" 1714 "861"
"random" "SINE" 463 "861"
"random" "DNA" 2088 "861"
"random" "LTR" 299 "861"
"random" "All" 3985 "862"
"random" "SD" 3984 "862"
"random" "NoSD" 3656 "862"
"random" "LINE" 1758 "862"
"random" "SINE" 455 "862"
"random" "DNA" 2060 "862"
"random" "LTR" 285 "862"
"random" "All" 3985 "863"
"random" "SD" 3985 "863"
"random" "NoSD" 3684 "863"
"random" "LINE" 1646 "863"
"random" "SINE" 497 "863"
"random" "DNA" 2090 "863"
"random" "LTR" 286 "863"
"random" "All" 3984 "864"
"random" "SD" 3984 "864"
"random" "NoSD" 3660 "864"
"random" "LINE" 1667 "864"
"random" "SINE" 467 "864"
"random" "DNA" 2101 "864"
"random" "LTR" 305 "864"
"random" "All" 3986 "865"
"random" "SD" 3986 "865"
"random" "NoSD" 3670 "865"
"random" "LINE" 1705 "865"
"random" "SINE" 463 "865"
"random" "DNA" 2053 "865"
"random" "LTR" 285 "865"
"random" "All" 3984 "866"
"random" "SD" 3983 "866"
"random" "NoSD" 3651 "866"
"random" "LINE" 1729 "866"
"random" "SINE" 487 "866"
"random" "DNA" 2078 "866"
"random" "LTR" 299 "866"
"random" "All" 3985 "867"
"random" "SD" 3983 "867"
"random" "NoSD" 3667 "867"
"random" "LINE" 1677 "867"
"random" "SINE" 467 "867"
"random" "DNA" 2128 "867"
"random" "LTR" 253 "867"
"random" "All" 3987 "868"
"random" "SD" 3987 "868"
"random" "NoSD" 3675 "868"
"random" "LINE" 1705 "868"
"random" "SINE" 510 "868"
"random" "DNA" 2162 "868"
"random" "LTR" 282 "868"
"random" "All" 3983 "869"
"random" "SD" 3982 "869"
"random" "NoSD" 3657 "869"
"random" "LINE" 1717 "869"
"random" "SINE" 468 "869"
"random" "DNA" 2089 "869"
"random" "LTR" 304 "869"
"random" "All" 3986 "870"
"random" "SD" 3986 "870"
"random" "NoSD" 3666 "870"
"random" "LINE" 1645 "870"
"random" "SINE" 474 "870"
"random" "DNA" 2118 "870"
"random" "LTR" 283 "870"
"random" "All" 3987 "871"
"random" "SD" 3987 "871"
"random" "NoSD" 3668 "871"
"random" "LINE" 1667 "871"
"random" "SINE" 488 "871"
"random" "DNA" 2071 "871"
"random" "LTR" 264 "871"
"random" "All" 3981 "872"
"random" "SD" 3981 "872"
"random" "NoSD" 3672 "872"
"random" "LINE" 1669 "872"
"random" "SINE" 450 "872"
"random" "DNA" 2092 "872"
"random" "LTR" 323 "872"
"random" "All" 3983 "873"
"random" "SD" 3981 "873"
"random" "NoSD" 3638 "873"
"random" "LINE" 1702 "873"
"random" "SINE" 489 "873"
"random" "DNA" 2070 "873"
"random" "LTR" 268 "873"
"random" "All" 3986 "874"
"random" "SD" 3985 "874"
"random" "NoSD" 3672 "874"
"random" "LINE" 1668 "874"
"random" "SINE" 479 "874"
"random" "DNA" 2125 "874"
"random" "LTR" 283 "874"
"random" "All" 3983 "875"
"random" "SD" 3982 "875"
"random" "NoSD" 3654 "875"
"random" "LINE" 1677 "875"
"random" "SINE" 445 "875"
"random" "DNA" 2167 "875"
"random" "LTR" 301 "875"
"random" "All" 3985 "876"
"random" "SD" 3984 "876"
"random" "NoSD" 3674 "876"
"random" "LINE" 1748 "876"
"random" "SINE" 488 "876"
"random" "DNA" 2133 "876"
"random" "LTR" 291 "876"
"random" "All" 3984 "877"
"random" "SD" 3983 "877"
"random" "NoSD" 3639 "877"
"random" "LINE" 1673 "877"
"random" "SINE" 478 "877"
"random" "DNA" 2137 "877"
"random" "LTR" 275 "877"
"random" "All" 3984 "878"
"random" "SD" 3984 "878"
"random" "NoSD" 3654 "878"
"random" "LINE" 1725 "878"
"random" "SINE" 430 "878"
"random" "DNA" 2065 "878"
"random" "LTR" 270 "878"
"random" "All" 3985 "879"
"random" "SD" 3984 "879"
"random" "NoSD" 3664 "879"
"random" "LINE" 1716 "879"
"random" "SINE" 467 "879"
"random" "DNA" 2062 "879"
"random" "LTR" 281 "879"
"random" "All" 3985 "880"
"random" "SD" 3984 "880"
"random" "NoSD" 3643 "880"
"random" "LINE" 1642 "880"
"random" "SINE" 478 "880"
"random" "DNA" 2099 "880"
"random" "LTR" 262 "880"
"random" "All" 3988 "881"
"random" "SD" 3987 "881"
"random" "NoSD" 3650 "881"
"random" "LINE" 1647 "881"
"random" "SINE" 465 "881"
"random" "DNA" 2108 "881"
"random" "LTR" 311 "881"
"random" "All" 3988 "882"
"random" "SD" 3988 "882"
"random" "NoSD" 3667 "882"
"random" "LINE" 1661 "882"
"random" "SINE" 469 "882"
"random" "DNA" 2025 "882"
