"condition" "typerepeat" "nb_of_sv" "runocc"
"random" "LINE" 917 "752"
"random" "SINE" 238 "752"
"random" "DNA" 1206 "752"
"random" "LTR" 166 "752"
"random" "All" 3581 "753"
"random" "SD" 3523 "753"
"random" "NoSD" 2778 "753"
"random" "LINE" 954 "753"
"random" "SINE" 207 "753"
"random" "DNA" 1185 "753"
"random" "LTR" 172 "753"
"random" "All" 3565 "754"
"random" "SD" 3499 "754"
"random" "NoSD" 2795 "754"
"random" "LINE" 944 "754"
"random" "SINE" 224 "754"
"random" "DNA" 1178 "754"
"random" "LTR" 163 "754"
"random" "All" 3550 "755"
"random" "SD" 3500 "755"
"random" "NoSD" 2800 "755"
"random" "LINE" 926 "755"
"random" "SINE" 224 "755"
"random" "DNA" 1229 "755"
"random" "LTR" 166 "755"
"random" "All" 3514 "756"
"random" "SD" 3451 "756"
"random" "NoSD" 2761 "756"
"random" "LINE" 896 "756"
"random" "SINE" 215 "756"
"random" "DNA" 1111 "756"
"random" "LTR" 152 "756"
"random" "All" 3539 "757"
"random" "SD" 3456 "757"
"random" "NoSD" 2787 "757"
"random" "LINE" 940 "757"
"random" "SINE" 219 "757"
"random" "DNA" 1159 "757"
"random" "LTR" 169 "757"
"random" "All" 3557 "758"
"random" "SD" 3504 "758"
"random" "NoSD" 2751 "758"
"random" "LINE" 921 "758"
"random" "SINE" 209 "758"
"random" "DNA" 1166 "758"
"random" "LTR" 169 "758"
"random" "All" 3554 "759"
"random" "SD" 3486 "759"
"random" "NoSD" 2774 "759"
"random" "LINE" 947 "759"
"random" "SINE" 223 "759"
"random" "DNA" 1157 "759"
"random" "LTR" 155 "759"
"random" "All" 3546 "760"
"random" "SD" 3485 "760"
"random" "NoSD" 2803 "760"
"random" "LINE" 928 "760"
"random" "SINE" 233 "760"
"random" "DNA" 1221 "760"
"random" "LTR" 165 "760"
"random" "All" 3525 "761"
"random" "SD" 3483 "761"
"random" "NoSD" 2757 "761"
"random" "LINE" 901 "761"
"random" "SINE" 210 "761"
"random" "DNA" 1201 "761"
"random" "LTR" 164 "761"
"random" "All" 3508 "762"
"random" "SD" 3448 "762"
"random" "NoSD" 2728 "762"
"random" "LINE" 951 "762"
"random" "SINE" 218 "762"
"random" "DNA" 1155 "762"
"random" "LTR" 159 "762"
"random" "All" 3523 "763"
"random" "SD" 3453 "763"
"random" "NoSD" 2753 "763"
"random" "LINE" 914 "763"
"random" "SINE" 214 "763"
"random" "DNA" 1203 "763"
"random" "LTR" 142 "763"
"random" "All" 3518 "764"
"random" "SD" 3444 "764"
"random" "NoSD" 2742 "764"
"random" "LINE" 937 "764"
"random" "SINE" 226 "764"
"random" "DNA" 1184 "764"
"random" "LTR" 154 "764"
"random" "All" 3545 "765"
"random" "SD" 3490 "765"
"random" "NoSD" 2762 "765"
"random" "LINE" 961 "765"
"random" "SINE" 237 "765"
"random" "DNA" 1188 "765"
"random" "LTR" 150 "765"
"random" "All" 3568 "766"
"random" "SD" 3497 "766"
"random" "NoSD" 2801 "766"
"random" "LINE" 921 "766"
"random" "SINE" 229 "766"
"random" "DNA" 1208 "766"
"random" "LTR" 178 "766"
"random" "All" 3569 "767"
"random" "SD" 3506 "767"
"random" "NoSD" 2824 "767"
"random" "LINE" 916 "767"
"random" "SINE" 249 "767"
"random" "DNA" 1212 "767"
"random" "LTR" 161 "767"
"random" "All" 3565 "768"
"random" "SD" 3501 "768"
"random" "NoSD" 2840 "768"
"random" "LINE" 956 "768"
"random" "SINE" 219 "768"
"random" "DNA" 1169 "768"
"random" "LTR" 156 "768"
"random" "All" 3529 "769"
"random" "SD" 3460 "769"
"random" "NoSD" 2753 "769"
"random" "LINE" 907 "769"
"random" "SINE" 211 "769"
"random" "DNA" 1197 "769"
"random" "LTR" 164 "769"
"random" "All" 3566 "770"
"random" "SD" 3498 "770"
"random" "NoSD" 2806 "770"
"random" "LINE" 968 "770"
"random" "SINE" 219 "770"
"random" "DNA" 1214 "770"
"random" "LTR" 166 "770"
"random" "All" 3540 "771"
"random" "SD" 3478 "771"
"random" "NoSD" 2824 "771"
"random" "LINE" 951 "771"
"random" "SINE" 247 "771"
"random" "DNA" 1190 "771"
"random" "LTR" 152 "771"
"random" "All" 3550 "772"
"random" "SD" 3495 "772"
"random" "NoSD" 2794 "772"
"random" "LINE" 920 "772"
"random" "SINE" 231 "772"
"random" "DNA" 1206 "772"
"random" "LTR" 168 "772"
"random" "All" 3582 "773"
"random" "SD" 3515 "773"
"random" "NoSD" 2796 "773"
"random" "LINE" 905 "773"
"random" "SINE" 232 "773"
"random" "DNA" 1231 "773"
"random" "LTR" 181 "773"
"random" "All" 3552 "774"
"random" "SD" 3481 "774"
"random" "NoSD" 2778 "774"
"random" "LINE" 920 "774"
"random" "SINE" 226 "774"
"random" "DNA" 1172 "774"
"random" "LTR" 148 "774"
"random" "All" 3538 "775"
"random" "SD" 3484 "775"
"random" "NoSD" 2774 "775"
"random" "LINE" 919 "775"
"random" "SINE" 226 "775"
"random" "DNA" 1136 "775"
"random" "LTR" 181 "775"
"random" "All" 3580 "776"
"random" "SD" 3527 "776"
"random" "NoSD" 2818 "776"
"random" "LINE" 945 "776"
"random" "SINE" 238 "776"
"random" "DNA" 1159 "776"
"random" "LTR" 163 "776"
"random" "All" 3580 "777"
"random" "SD" 3513 "777"
"random" "NoSD" 2776 "777"
"random" "LINE" 870 "777"
"random" "SINE" 228 "777"
"random" "DNA" 1178 "777"
"random" "LTR" 164 "777"
"random" "All" 3532 "778"
"random" "SD" 3469 "778"
"random" "NoSD" 2714 "778"
"random" "LINE" 918 "778"
"random" "SINE" 251 "778"
"random" "DNA" 1162 "778"
"random" "LTR" 178 "778"
"random" "All" 3579 "779"
"random" "SD" 3509 "779"
"random" "NoSD" 2796 "779"
"random" "LINE" 936 "779"
"random" "SINE" 250 "779"
"random" "DNA" 1205 "779"
"random" "LTR" 166 "779"
"random" "All" 3534 "780"
"random" "SD" 3476 "780"
"random" "NoSD" 2760 "780"
"random" "LINE" 917 "780"
"random" "SINE" 228 "780"
"random" "DNA" 1157 "780"
"random" "LTR" 171 "780"
"random" "All" 3519 "781"
"random" "SD" 3457 "781"
"random" "NoSD" 2774 "781"
"random" "LINE" 914 "781"
"random" "SINE" 263 "781"
"random" "DNA" 1182 "781"
"random" "LTR" 144 "781"
"random" "All" 3542 "782"
"random" "SD" 3471 "782"
"random" "NoSD" 2755 "782"
"random" "LINE" 945 "782"
"random" "SINE" 226 "782"
"random" "DNA" 1150 "782"
"random" "LTR" 172 "782"
"random" "All" 3578 "783"
"random" "SD" 3520 "783"
"random" "NoSD" 2821 "783"
"random" "LINE" 995 "783"
"random" "SINE" 243 "783"
"random" "DNA" 1179 "783"
"random" "LTR" 161 "783"
"random" "All" 3516 "784"
"random" "SD" 3461 "784"
"random" "NoSD" 2757 "784"
"random" "LINE" 916 "784"
"random" "SINE" 250 "784"
"random" "DNA" 1152 "784"
"random" "LTR" 156 "784"
"random" "All" 3509 "785"
"random" "SD" 3447 "785"
"random" "NoSD" 2763 "785"
"random" "LINE" 940 "785"
"random" "SINE" 232 "785"
"random" "DNA" 1234 "785"
"random" "LTR" 132 "785"
"random" "All" 3531 "786"
"random" "SD" 3469 "786"
"random" "NoSD" 2789 "786"
"random" "LINE" 960 "786"
"random" "SINE" 204 "786"
"random" "DNA" 1172 "786"
"random" "LTR" 161 "786"
"random" "All" 3513 "787"
"random" "SD" 3446 "787"
"random" "NoSD" 2793 "787"
"random" "LINE" 913 "787"
"random" "SINE" 256 "787"
"random" "DNA" 1192 "787"
"random" "LTR" 172 "787"
"random" "All" 3557 "788"
"random" "SD" 3506 "788"
"random" "NoSD" 2781 "788"
"random" "LINE" 925 "788"
"random" "SINE" 212 "788"
"random" "DNA" 1145 "788"
"random" "LTR" 178 "788"
"random" "All" 3558 "789"
"random" "SD" 3500 "789"
"random" "NoSD" 2792 "789"
"random" "LINE" 961 "789"
"random" "SINE" 234 "789"
"random" "DNA" 1172 "789"
"random" "LTR" 177 "789"
"random" "All" 3549 "790"
"random" "SD" 3480 "790"
"random" "NoSD" 2782 "790"
"random" "LINE" 929 "790"
"random" "SINE" 232 "790"
"random" "DNA" 1149 "790"
"random" "LTR" 180 "790"
"random" "All" 3527 "791"
"random" "SD" 3459 "791"
"random" "NoSD" 2819 "791"
"random" "LINE" 962 "791"
"random" "SINE" 220 "791"
"random" "DNA" 1190 "791"
"random" "LTR" 177 "791"
"random" "All" 3536 "792"
"random" "SD" 3470 "792"
"random" "NoSD" 2790 "792"
"random" "LINE" 938 "792"
"random" "SINE" 227 "792"
"random" "DNA" 1165 "792"
"random" "LTR" 165 "792"
"random" "All" 3550 "793"
"random" "SD" 3470 "793"
"random" "NoSD" 2776 "793"
"random" "LINE" 943 "793"
"random" "SINE" 230 "793"
"random" "DNA" 1145 "793"
"random" "LTR" 152 "793"
"random" "All" 3528 "794"
"random" "SD" 3470 "794"
"random" "NoSD" 2763 "794"
"random" "LINE" 917 "794"
"random" "SINE" 215 "794"
"random" "DNA" 1181 "794"
"random" "LTR" 149 "794"
"random" "All" 3573 "795"
"random" "SD" 3505 "795"
"random" "NoSD" 2810 "795"
"random" "LINE" 961 "795"
"random" "SINE" 239 "795"
"random" "DNA" 1170 "795"
"random" "LTR" 175 "795"
"random" "All" 3568 "796"
"random" "SD" 3521 "796"
"random" "NoSD" 2791 "796"
"random" "LINE" 906 "796"
"random" "SINE" 216 "796"
"random" "DNA" 1155 "796"
"random" "LTR" 153 "796"
"random" "All" 3536 "797"
"random" "SD" 3475 "797"
"random" "NoSD" 2715 "797"
"random" "LINE" 905 "797"
"random" "SINE" 244 "797"
"random" "DNA" 1172 "797"
"random" "LTR" 177 "797"
"random" "All" 3530 "798"
"random" "SD" 3451 "798"
"random" "NoSD" 2798 "798"
"random" "LINE" 930 "798"
"random" "SINE" 263 "798"
"random" "DNA" 1178 "798"
"random" "LTR" 150 "798"
"random" "All" 3574 "799"
"random" "SD" 3511 "799"
"random" "NoSD" 2819 "799"
"random" "LINE" 985 "799"
"random" "SINE" 238 "799"
"random" "DNA" 1231 "799"
"random" "LTR" 166 "799"
"random" "All" 3567 "800"
"random" "SD" 3496 "800"
"random" "NoSD" 2784 "800"
"random" "LINE" 959 "800"
"random" "SINE" 237 "800"
"random" "DNA" 1159 "800"
"random" "LTR" 164 "800"
"random" "All" 3558 "801"
"random" "SD" 3479 "801"
"random" "NoSD" 2788 "801"
"random" "LINE" 945 "801"
"random" "SINE" 205 "801"
"random" "DNA" 1174 "801"
"random" "LTR" 157 "801"
"random" "All" 3540 "802"
"random" "SD" 3483 "802"
"random" "NoSD" 2777 "802"
"random" "LINE" 939 "802"
"random" "SINE" 236 "802"
"random" "DNA" 1197 "802"
"random" "LTR" 179 "802"
"random" "All" 3587 "803"
"random" "SD" 3533 "803"
"random" "NoSD" 2848 "803"
"random" "LINE" 944 "803"
"random" "SINE" 238 "803"
"random" "DNA" 1227 "803"
"random" "LTR" 182 "803"
"random" "All" 3548 "804"
"random" "SD" 3467 "804"
"random" "NoSD" 2831 "804"
"random" "LINE" 984 "804"
"random" "SINE" 265 "804"
"random" "DNA" 1249 "804"
"random" "LTR" 156 "804"
"random" "All" 3557 "805"
"random" "SD" 3480 "805"
"random" "NoSD" 2779 "805"
"random" "LINE" 957 "805"
"random" "SINE" 243 "805"
"random" "DNA" 1170 "805"
"random" "LTR" 160 "805"
"random" "All" 3580 "806"
"random" "SD" 3512 "806"
"random" "NoSD" 2800 "806"
"random" "LINE" 925 "806"
"random" "SINE" 229 "806"
"random" "DNA" 1199 "806"
"random" "LTR" 170 "806"
"random" "All" 3550 "807"
"random" "SD" 3492 "807"
"random" "NoSD" 2796 "807"
"random" "LINE" 922 "807"
"random" "SINE" 229 "807"
"random" "DNA" 1175 "807"
"random" "LTR" 160 "807"
"random" "All" 3554 "808"
"random" "SD" 3489 "808"
"random" "NoSD" 2831 "808"
"random" "LINE" 979 "808"
"random" "SINE" 218 "808"
"random" "DNA" 1200 "808"
"random" "LTR" 162 "808"
"random" "All" 3555 "809"
"random" "SD" 3501 "809"
"random" "NoSD" 2768 "809"
"random" "LINE" 927 "809"
"random" "SINE" 241 "809"
"random" "DNA" 1208 "809"
"random" "LTR" 152 "809"
"random" "All" 3543 "810"
"random" "SD" 3484 "810"
"random" "NoSD" 2775 "810"
"random" "LINE" 909 "810"
"random" "SINE" 218 "810"
"random" "DNA" 1189 "810"
"random" "LTR" 176 "810"
"random" "All" 3524 "811"
"random" "SD" 3465 "811"
"random" "NoSD" 2794 "811"
"random" "LINE" 931 "811"
"random" "SINE" 250 "811"
"random" "DNA" 1179 "811"
"random" "LTR" 172 "811"
"random" "All" 3557 "812"
"random" "SD" 3491 "812"
"random" "NoSD" 2766 "812"
"random" "LINE" 933 "812"
"random" "SINE" 231 "812"
"random" "DNA" 1186 "812"
"random" "LTR" 161 "812"
"random" "All" 3523 "813"
"random" "SD" 3450 "813"
"random" "NoSD" 2791 "813"
"random" "LINE" 919 "813"
"random" "SINE" 243 "813"
"random" "DNA" 1186 "813"
"random" "LTR" 164 "813"
"random" "All" 3555 "814"
"random" "SD" 3490 "814"
"random" "NoSD" 2815 "814"
"random" "LINE" 904 "814"
"random" "SINE" 227 "814"
"random" "DNA" 1234 "814"
"random" "LTR" 155 "814"
"random" "All" 3533 "815"
"random" "SD" 3465 "815"
"random" "NoSD" 2784 "815"
"random" "LINE" 961 "815"
"random" "SINE" 218 "815"
"random" "DNA" 1213 "815"
"random" "LTR" 145 "815"
"random" "All" 3520 "816"
"random" "SD" 3458 "816"
"random" "NoSD" 2762 "816"
"random" "LINE" 883 "816"
"random" "SINE" 238 "816"
"random" "DNA" 1201 "816"
"random" "LTR" 166 "816"
"random" "All" 3580 "817"
"random" "SD" 3515 "817"
"random" "NoSD" 2768 "817"
"random" "LINE" 963 "817"
"random" "SINE" 252 "817"
"random" "DNA" 1168 "817"
"random" "LTR" 148 "817"
"random" "All" 3529 "818"
"random" "SD" 3477 "818"
"random" "NoSD" 2785 "818"
"random" "LINE" 921 "818"
"random" "SINE" 242 "818"
"random" "DNA" 1179 "818"
"random" "LTR" 172 "818"
"random" "All" 3505 "819"
"random" "SD" 3440 "819"
"random" "NoSD" 2795 "819"
"random" "LINE" 942 "819"
"random" "SINE" 208 "819"
"random" "DNA" 1180 "819"
"random" "LTR" 161 "819"
"random" "All" 3566 "820"
"random" "SD" 3494 "820"
"random" "NoSD" 2772 "820"
"random" "LINE" 920 "820"
"random" "SINE" 241 "820"
"random" "DNA" 1158 "820"
"random" "LTR" 157 "820"
"random" "All" 3571 "821"
"random" "SD" 3513 "821"
"random" "NoSD" 2814 "821"
"random" "LINE" 975 "821"
"random" "SINE" 208 "821"
"random" "DNA" 1143 "821"
"random" "LTR" 188 "821"
"random" "All" 3546 "822"
"random" "SD" 3473 "822"
"random" "NoSD" 2792 "822"
"random" "LINE" 943 "822"
"random" "SINE" 237 "822"
"random" "DNA" 1194 "822"
"random" "LTR" 179 "822"
"random" "All" 3556 "823"
"random" "SD" 3488 "823"
"random" "NoSD" 2793 "823"
"random" "LINE" 951 "823"
"random" "SINE" 224 "823"
"random" "DNA" 1189 "823"
"random" "LTR" 174 "823"
"random" "All" 3556 "824"
"random" "SD" 3494 "824"
"random" "NoSD" 2783 "824"
"random" "LINE" 889 "824"
"random" "SINE" 230 "824"
"random" "DNA" 1204 "824"
"random" "LTR" 150 "824"
"random" "All" 3537 "825"
"random" "SD" 3473 "825"
"random" "NoSD" 2764 "825"
"random" "LINE" 911 "825"
"random" "SINE" 225 "825"
"random" "DNA" 1146 "825"
"random" "LTR" 162 "825"
"random" "All" 3593 "826"
"random" "SD" 3531 "826"
"random" "NoSD" 2788 "826"
"random" "LINE" 913 "826"
"random" "SINE" 247 "826"
"random" "DNA" 1172 "826"
"random" "LTR" 166 "826"
"random" "All" 3570 "827"
"random" "SD" 3501 "827"
"random" "NoSD" 2811 "827"
"random" "LINE" 912 "827"
"random" "SINE" 243 "827"
"random" "DNA" 1189 "827"
"random" "LTR" 182 "827"
"random" "All" 3529 "828"
"random" "SD" 3480 "828"
"random" "NoSD" 2773 "828"
"random" "LINE" 947 "828"
"random" "SINE" 225 "828"
"random" "DNA" 1193 "828"
"random" "LTR" 164 "828"
"random" "All" 3570 "829"
"random" "SD" 3515 "829"
"random" "NoSD" 2799 "829"
"random" "LINE" 952 "829"
"random" "SINE" 219 "829"
"random" "DNA" 1179 "829"
"random" "LTR" 174 "829"
"random" "All" 3552 "830"
"random" "SD" 3481 "830"
"random" "NoSD" 2763 "830"
"random" "LINE" 939 "830"
"random" "SINE" 207 "830"
"random" "DNA" 1188 "830"
"random" "LTR" 173 "830"
"random" "All" 3551 "831"
"random" "SD" 3485 "831"
"random" "NoSD" 2833 "831"
"random" "LINE" 967 "831"
"random" "SINE" 220 "831"
"random" "DNA" 1174 "831"
"random" "LTR" 171 "831"
"random" "All" 3575 "832"
"random" "SD" 3511 "832"
"random" "NoSD" 2786 "832"
"random" "LINE" 901 "832"
"random" "SINE" 217 "832"
"random" "DNA" 1139 "832"
"random" "LTR" 190 "832"
"random" "All" 3548 "833"
"random" "SD" 3484 "833"
"random" "NoSD" 2770 "833"
"random" "LINE" 908 "833"
"random" "SINE" 244 "833"
"random" "DNA" 1174 "833"
"random" "LTR" 175 "833"
"random" "All" 3506 "834"
"random" "SD" 3446 "834"
"random" "NoSD" 2724 "834"
"random" "LINE" 949 "834"
"random" "SINE" 233 "834"
"random" "DNA" 1181 "834"
"random" "LTR" 159 "834"
"random" "All" 3551 "835"
"random" "SD" 3500 "835"
"random" "NoSD" 2776 "835"
"random" "LINE" 946 "835"
"random" "SINE" 227 "835"
"random" "DNA" 1195 "835"
"random" "LTR" 163 "835"
"random" "All" 3556 "836"
"random" "SD" 3492 "836"
"random" "NoSD" 2788 "836"
"random" "LINE" 944 "836"
"random" "SINE" 245 "836"
"random" "DNA" 1169 "836"
"random" "LTR" 161 "836"
"random" "All" 3546 "837"
"random" "SD" 3480 "837"
"random" "NoSD" 2799 "837"
"random" "LINE" 926 "837"
"random" "SINE" 236 "837"
"random" "DNA" 1153 "837"
"random" "LTR" 155 "837"
"random" "All" 3561 "838"
"random" "SD" 3508 "838"
"random" "NoSD" 2790 "838"
"random" "LINE" 953 "838"
"random" "SINE" 238 "838"
"random" "DNA" 1188 "838"
"random" "LTR" 164 "838"
"random" "All" 3566 "839"
"random" "SD" 3497 "839"
"random" "NoSD" 2794 "839"
"random" "LINE" 899 "839"
"random" "SINE" 239 "839"
"random" "DNA" 1188 "839"
"random" "LTR" 156 "839"
"random" "All" 3531 "840"
"random" "SD" 3458 "840"
"random" "NoSD" 2773 "840"
"random" "LINE" 932 "840"
"random" "SINE" 219 "840"
"random" "DNA" 1190 "840"
"random" "LTR" 165 "840"
"random" "All" 3583 "841"
"random" "SD" 3514 "841"
"random" "NoSD" 2848 "841"
"random" "LINE" 965 "841"
"random" "SINE" 226 "841"
"random" "DNA" 1142 "841"
"random" "LTR" 163 "841"
"random" "All" 3541 "842"
"random" "SD" 3482 "842"
"random" "NoSD" 2829 "842"
"random" "LINE" 966 "842"
"random" "SINE" 248 "842"
"random" "DNA" 1223 "842"
"random" "LTR" 169 "842"
"random" "All" 3537 "843"
"random" "SD" 3484 "843"
"random" "NoSD" 2765 "843"
"random" "LINE" 913 "843"
"random" "SINE" 202 "843"
"random" "DNA" 1138 "843"
"random" "LTR" 163 "843"
"random" "All" 3543 "844"
"random" "SD" 3482 "844"
"random" "NoSD" 2758 "844"
"random" "LINE" 915 "844"
"random" "SINE" 216 "844"
"random" "DNA" 1133 "844"
"random" "LTR" 188 "844"
"random" "All" 3528 "845"
"random" "SD" 3463 "845"
"random" "NoSD" 2789 "845"
"random" "LINE" 900 "845"
"random" "SINE" 204 "845"
"random" "DNA" 1184 "845"
"random" "LTR" 147 "845"
"random" "All" 3516 "846"
"random" "SD" 3450 "846"
"random" "NoSD" 2778 "846"
"random" "LINE" 939 "846"
"random" "SINE" 230 "846"
"random" "DNA" 1176 "846"
"random" "LTR" 146 "846"
"random" "All" 3565 "847"
"random" "SD" 3499 "847"
"random" "NoSD" 2741 "847"
"random" "LINE" 918 "847"
"random" "SINE" 213 "847"
"random" "DNA" 1142 "847"
"random" "LTR" 178 "847"
"random" "All" 3568 "848"
"random" "SD" 3510 "848"
"random" "NoSD" 2781 "848"
"random" "LINE" 953 "848"
"random" "SINE" 229 "848"
"random" "DNA" 1190 "848"
"random" "LTR" 168 "848"
"random" "All" 3527 "849"
"random" "SD" 3454 "849"
"random" "NoSD" 2776 "849"
"random" "LINE" 983 "849"
"random" "SINE" 225 "849"
"random" "DNA" 1153 "849"
"random" "LTR" 170 "849"
"random" "All" 3545 "850"
"random" "SD" 3470 "850"
"random" "NoSD" 2765 "850"
"random" "LINE" 905 "850"
"random" "SINE" 243 "850"
"random" "DNA" 1158 "850"
"random" "LTR" 162 "850"
"random" "All" 3538 "851"
"random" "SD" 3460 "851"
"random" "NoSD" 2780 "851"
"random" "LINE" 909 "851"
"random" "SINE" 197 "851"
"random" "DNA" 1176 "851"
"random" "LTR" 160 "851"
"random" "All" 3559 "852"
"random" "SD" 3480 "852"
"random" "NoSD" 2783 "852"
"random" "LINE" 937 "852"
"random" "SINE" 239 "852"
"random" "DNA" 1156 "852"
"random" "LTR" 166 "852"
"random" "All" 3528 "853"
"random" "SD" 3475 "853"
"random" "NoSD" 2786 "853"
"random" "LINE" 898 "853"
"random" "SINE" 224 "853"
"random" "DNA" 1195 "853"
"random" "LTR" 160 "853"
"random" "All" 3556 "854"
"random" "SD" 3494 "854"
"random" "NoSD" 2794 "854"
"random" "LINE" 966 "854"
"random" "SINE" 226 "854"
"random" "DNA" 1173 "854"
"random" "LTR" 162 "854"
"random" "All" 3532 "855"
"random" "SD" 3478 "855"
"random" "NoSD" 2756 "855"
"random" "LINE" 923 "855"
"random" "SINE" 215 "855"
"random" "DNA" 1173 "855"
"random" "LTR" 176 "855"
"random" "All" 3540 "856"
"random" "SD" 3480 "856"
"random" "NoSD" 2809 "856"
"random" "LINE" 902 "856"
"random" "SINE" 216 "856"
"random" "DNA" 1207 "856"
"random" "LTR" 156 "856"
"random" "All" 3537 "857"
"random" "SD" 3464 "857"
"random" "NoSD" 2759 "857"
"random" "LINE" 937 "857"
"random" "SINE" 230 "857"
"random" "DNA" 1147 "857"
"random" "LTR" 144 "857"
"random" "All" 3516 "858"
"random" "SD" 3457 "858"
"random" "NoSD" 2744 "858"
"random" "LINE" 917 "858"
"random" "SINE" 229 "858"
"random" "DNA" 1179 "858"
"random" "LTR" 144 "858"
"random" "All" 3554 "859"
"random" "SD" 3481 "859"
"random" "NoSD" 2784 "859"
"random" "LINE" 931 "859"
"random" "SINE" 228 "859"
"random" "DNA" 1231 "859"
"random" "LTR" 176 "859"
"random" "All" 3553 "860"
"random" "SD" 3503 "860"
"random" "NoSD" 2787 "860"
"random" "LINE" 987 "860"
"random" "SINE" 211 "860"
"random" "DNA" 1186 "860"
"random" "LTR" 165 "860"
"random" "All" 3531 "861"
"random" "SD" 3465 "861"
"random" "NoSD" 2789 "861"
"random" "LINE" 934 "861"
"random" "SINE" 239 "861"
"random" "DNA" 1186 "861"
"random" "LTR" 147 "861"
"random" "All" 3567 "862"
"random" "SD" 3498 "862"
"random" "NoSD" 2791 "862"
"random" "LINE" 922 "862"
"random" "SINE" 225 "862"
"random" "DNA" 1166 "862"
"random" "LTR" 151 "862"
"random" "All" 3554 "863"
"random" "SD" 3492 "863"
"random" "NoSD" 2738 "863"
"random" "LINE" 908 "863"
"random" "SINE" 247 "863"
"random" "DNA" 1191 "863"
"random" "LTR" 162 "863"
"random" "All" 3567 "864"
"random" "SD" 3507 "864"
"random" "NoSD" 2798 "864"
"random" "LINE" 926 "864"
"random" "SINE" 208 "864"
"random" "DNA" 1214 "864"
"random" "LTR" 171 "864"
"random" "All" 3566 "865"
"random" "SD" 3496 "865"
"random" "NoSD" 2767 "865"
"random" "LINE" 934 "865"
"random" "SINE" 224 "865"
"random" "DNA" 1158 "865"
"random" "LTR" 135 "865"
"random" "All" 3559 "866"
"random" "SD" 3490 "866"
"random" "NoSD" 2797 "866"
"random" "LINE" 918 "866"
"random" "SINE" 211 "866"
"random" "DNA" 1221 "866"
"random" "LTR" 145 "866"
"random" "All" 3519 "867"
"random" "SD" 3464 "867"
"random" "NoSD" 2726 "867"
"random" "LINE" 920 "867"
"random" "SINE" 221 "867"
"random" "DNA" 1213 "867"
"random" "LTR" 151 "867"
"random" "All" 3577 "868"
"random" "SD" 3507 "868"
"random" "NoSD" 2802 "868"
"random" "LINE" 922 "868"
"random" "SINE" 228 "868"
"random" "DNA" 1167 "868"
"random" "LTR" 154 "868"
"random" "All" 3563 "869"
"random" "SD" 3493 "869"
"random" "NoSD" 2807 "869"
"random" "LINE" 949 "869"
"random" "SINE" 233 "869"
"random" "DNA" 1208 "869"
"random" "LTR" 153 "869"
"random" "All" 3524 "870"
"random" "SD" 3465 "870"
"random" "NoSD" 2766 "870"
"random" "LINE" 964 "870"
"random" "SINE" 243 "870"
"random" "DNA" 1149 "870"
"random" "LTR" 155 "870"
"random" "All" 3506 "871"
"random" "SD" 3444 "871"
"random" "NoSD" 2703 "871"
"random" "LINE" 926 "871"
"random" "SINE" 205 "871"
"random" "DNA" 1188 "871"
"random" "LTR" 175 "871"
"random" "All" 3536 "872"
"random" "SD" 3443 "872"
"random" "NoSD" 2780 "872"
"random" "LINE" 953 "872"
"random" "SINE" 223 "872"
"random" "DNA" 1174 "872"
"random" "LTR" 167 "872"
"random" "All" 3575 "873"
"random" "SD" 3508 "873"
"random" "NoSD" 2784 "873"
"random" "LINE" 939 "873"
"random" "SINE" 212 "873"
"random" "DNA" 1147 "873"
"random" "LTR" 156 "873"
"random" "All" 3546 "874"
"random" "SD" 3473 "874"
"random" "NoSD" 2820 "874"
"random" "LINE" 962 "874"
"random" "SINE" 246 "874"
"random" "DNA" 1178 "874"
"random" "LTR" 191 "874"
"random" "All" 3546 "875"
"random" "SD" 3477 "875"
"random" "NoSD" 2805 "875"
"random" "LINE" 956 "875"
"random" "SINE" 231 "875"
"random" "DNA" 1208 "875"
"random" "LTR" 147 "875"
"random" "All" 3538 "876"
"random" "SD" 3471 "876"
"random" "NoSD" 2811 "876"
"random" "LINE" 929 "876"
"random" "SINE" 233 "876"
"random" "DNA" 1176 "876"
"random" "LTR" 149 "876"
"random" "All" 3543 "877"
"random" "SD" 3489 "877"
"random" "NoSD" 2796 "877"
"random" "LINE" 971 "877"
"random" "SINE" 241 "877"
"random" "DNA" 1181 "877"
"random" "LTR" 164 "877"
"random" "All" 3537 "878"
"random" "SD" 3474 "878"
"random" "NoSD" 2804 "878"
"random" "LINE" 911 "878"
"random" "SINE" 237 "878"
"random" "DNA" 1160 "878"
"random" "LTR" 164 "878"
"random" "All" 3573 "879"
"random" "SD" 3504 "879"
"random" "NoSD" 2812 "879"
"random" "LINE" 987 "879"
"random" "SINE" 257 "879"
"random" "DNA" 1177 "879"
"random" "LTR" 143 "879"
"random" "All" 3556 "880"
"random" "SD" 3486 "880"
"random" "NoSD" 2783 "880"
"random" "LINE" 978 "880"
"random" "SINE" 243 "880"
"random" "DNA" 1176 "880"
"random" "LTR" 159 "880"
"random" "All" 3559 "881"
"random" "SD" 3488 "881"
"random" "NoSD" 2829 "881"
"random" "LINE" 915 "881"
"random" "SINE" 226 "881"
"random" "DNA" 1157 "881"
"random" "LTR" 173 "881"
"random" "All" 3515 "882"
"random" "SD" 3454 "882"
"random" "NoSD" 2773 "882"
"random" "LINE" 926 "882"
"random" "SINE" 233 "882"
"random" "DNA" 1207 "882"
"random" "LTR" 176 "882"
